,Model,Accuracy,Sensitivity,Specificity,Time Taken
0,Decision Tree,0.7129735935706085,0.8034188034188035,0.607940446650124,56.253458738327026
1,Bagging Classifier,0.8082663605051664,0.8482905982905983,0.7617866004962779,747.9071924686432
2,Logistic Regression,0.801377726750861,0.8162393162393162,0.7841191066997518,1.8310174942016602
3,Random Forest,0.7738231917336394,0.938034188034188,0.5831265508684863,19.413308143615723
4,Support Vector Machine,0.8105625717566016,0.8760683760683761,0.7344913151364765,58.779714822769165
5,Gradient Boosting Machines,0.7807118254879449,0.9017094017094017,0.6401985111662531,10.396136283874512
6,AdaBoost,0.7761194029850746,0.7863247863247863,0.7642679900744417,290.74638748168945
7,K-Nearest Neighbors,0.7692307692307693,0.6388888888888888,0.9205955334987593,0.1311187744140625
8,Naive Bayes,0.5533869115958668,0.45085470085470086,0.6724565756823822,0.0620570182800293
9,Neural Networks,0.7887485648679678,0.9358974358974359,0.6178660049627791,12.661354064941406
10,LinearDiscriminantAnalysis,0.7841561423650976,0.8012820512820513,0.7642679900744417,124.72971248626709
11,BernoulliNB,0.4626865671641791,0.0,1.0,0.010009050369262695
12,ExtraTreesClassifier,0.7772675086107922,0.9423076923076923,0.5856079404466501,133.99906301498413
